"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","EMP","WOMEN","PC_WKGPOP","A","2012",50.75529,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2013",51.77574,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2014",52.49699,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2015",52.64584,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2016",53.11747,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2017",54.11832,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2018",54.54302,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2019",54.95719,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2020",46.62941,
"CHL","EMP","WOMEN","PC_WKGPOP","A","2021",48.96037,
"EST","EMP","MEN","THND_PER","A","1989",425.6,
"EST","EMP","MEN","THND_PER","A","1990",425.7,
"EST","EMP","MEN","THND_PER","A","1991",419.6,
"EST","EMP","MEN","THND_PER","A","1992",400.2,
"EST","EMP","MEN","THND_PER","A","1993",365.8,
"EST","EMP","MEN","THND_PER","A","1994",353.4,
"EST","EMP","MEN","THND_PER","A","1995",325.2,
"EST","EMP","MEN","THND_PER","A","1996",316,"B"
"EST","EMP","MEN","THND_PER","A","1997",316.6,
"EST","EMP","MEN","THND_PER","A","1998",307,
"EST","EMP","MEN","THND_PER","A","1999",292.3,"B"
"EST","EMP","MEN","THND_PER","A","2000",296.85,
"EST","EMP","MEN","THND_PER","A","2001",299.875,
"EST","EMP","MEN","THND_PER","A","2002",297.8,
"EST","EMP","MEN","THND_PER","A","2003",305.275,
"EST","EMP","MEN","THND_PER","A","2004",301.15,"B"
"EST","EMP","MEN","THND_PER","A","2005",304.25,
"EST","EMP","MEN","THND_PER","A","2006",329.7,
"EST","EMP","MEN","THND_PER","A","2007",334.85,
"EST","EMP","MEN","THND_PER","A","2008",334.275,
"EST","EMP","MEN","THND_PER","A","2009",291.275,
"EST","EMP","MEN","THND_PER","A","2010",277.55,
"EST","EMP","MEN","THND_PER","A","2011",302.725,
"EST","EMP","MEN","THND_PER","A","2012",309.375,
"EST","EMP","MEN","THND_PER","A","2013",314.725,
"EST","EMP","MEN","THND_PER","A","2014",320.05,
"EST","EMP","MEN","THND_PER","A","2015",327.95,
"EST","EMP","MEN","THND_PER","A","2016",329.35,
"EST","EMP","MEN","THND_PER","A","2017",337.775,
"EST","EMP","MEN","THND_PER","A","2018",342.4,
"EST","EMP","MEN","THND_PER","A","2019",346.075,
"EST","EMP","MEN","THND_PER","A","2020",337.875,"B"
"EST","EMP","MEN","THND_PER","A","2021",331.675,
"EST","EMP","TOT","THND_PER","A","1989",836.2,
"EST","EMP","TOT","THND_PER","A","1990",824.7,
"EST","EMP","TOT","THND_PER","A","1991",805.3,
"EST","EMP","TOT","THND_PER","A","1992",760.2,
"EST","EMP","TOT","THND_PER","A","1993",697.5,
"EST","EMP","TOT","THND_PER","A","1994",673.6,
"EST","EMP","TOT","THND_PER","A","1995",631,
"EST","EMP","TOT","THND_PER","A","1996",617,"B"
"EST","EMP","TOT","THND_PER","A","1997",615,
"EST","EMP","TOT","THND_PER","A","1998",604,
"EST","EMP","TOT","THND_PER","A","1999",577.2,"B"
"EST","EMP","TOT","THND_PER","A","2000",585.275,
"EST","EMP","TOT","THND_PER","A","2001",589.625,
"EST","EMP","TOT","THND_PER","A","2002",589.875,
"EST","EMP","TOT","THND_PER","A","2003",602.95,
"EST","EMP","TOT","THND_PER","A","2004",601.9,"B"
"EST","EMP","TOT","THND_PER","A","2005",615.55,
"EST","EMP","TOT","THND_PER","A","2006",651.7,
"EST","EMP","TOT","THND_PER","A","2007",657.6,
"EST","EMP","TOT","THND_PER","A","2008",656,
"EST","EMP","TOT","THND_PER","A","2009",593.875,
"EST","EMP","TOT","THND_PER","A","2010",567.975,
"EST","EMP","TOT","THND_PER","A","2011",603.225,
"EST","EMP","TOT","THND_PER","A","2012",614.925,
"EST","EMP","TOT","THND_PER","A","2013",621.35,
"EST","EMP","TOT","THND_PER","A","2014",624.825,
"EST","EMP","TOT","THND_PER","A","2015",640.9,
"EST","EMP","TOT","THND_PER","A","2016",644.625,
"EST","EMP","TOT","THND_PER","A","2017",658.575,
"EST","EMP","TOT","THND_PER","A","2018",664.75,
"EST","EMP","TOT","THND_PER","A","2019",671.35,
"EST","EMP","TOT","THND_PER","A","2020",656.6,"B"
"EST","EMP","TOT","THND_PER","A","2021",654.225,
"EST","EMP","WOMEN","THND_PER","A","1989",410.6,
"EST","EMP","WOMEN","THND_PER","A","1990",399.1,
"EST","EMP","WOMEN","THND_PER","A","1991",385.7,
"EST","EMP","WOMEN","THND_PER","A","1992",360,
"EST","EMP","WOMEN","THND_PER","A","1993",331.7,
"EST","EMP","WOMEN","THND_PER","A","1994",320.2,
"EST","EMP","WOMEN","THND_PER","A","1995",305.8,
"EST","EMP","WOMEN","THND_PER","A","1996",301,"B"
"EST","EMP","WOMEN","THND_PER","A","1997",298.3,
"EST","EMP","WOMEN","THND_PER","A","1998",297.1,
"EST","EMP","WOMEN","THND_PER","A","1999",284.9,"B"
"EST","EMP","WOMEN","THND_PER","A","2000",288.45,
"EST","EMP","WOMEN","THND_PER","A","2001",289.775,
"EST","EMP","WOMEN","THND_PER","A","2002",292.1,
"EST","EMP","WOMEN","THND_PER","A","2003",297.675,
"EST","EMP","WOMEN","THND_PER","A","2004",300.775,"B"
"EST","EMP","WOMEN","THND_PER","A","2005",311.275,
"EST","EMP","WOMEN","THND_PER","A","2006",321.975,
"EST","EMP","WOMEN","THND_PER","A","2007",322.725,
"EST","EMP","WOMEN","THND_PER","A","2008",321.725,
"EST","EMP","WOMEN","THND_PER","A","2009",302.6,
"EST","EMP","WOMEN","THND_PER","A","2010",290.425,
"EST","EMP","WOMEN","THND_PER","A","2011",300.475,
"EST","EMP","WOMEN","THND_PER","A","2012",305.525,
"EST","EMP","WOMEN","THND_PER","A","2013",306.6,
"EST","EMP","WOMEN","THND_PER","A","2014",304.775,
"EST","EMP","WOMEN","THND_PER","A","2015",312.925,
"EST","EMP","WOMEN","THND_PER","A","2016",315.25,
"EST","EMP","WOMEN","THND_PER","A","2017",320.8,
"EST","EMP","WOMEN","THND_PER","A","2018",322.325,
"EST","EMP","WOMEN","THND_PER","A","2019",325.275,
"EST","EMP","WOMEN","THND_PER","A","2020",318.7,"B"
"EST","EMP","WOMEN","THND_PER","A","2021",322.525,
"EST","EMP","MEN","PC_WKGPOP","A","2000",63.375,
"EST","EMP","MEN","PC_WKGPOP","A","2001",64.2,
"EST","EMP","MEN","PC_WKGPOP","A","2002",64.625,
"EST","EMP","MEN","PC_WKGPOP","A","2003",66.25,
"EST","EMP","MEN","PC_WKGPOP","A","2004",65.675,"B"
"EST","EMP","MEN","PC_WKGPOP","A","2005",66.725,
"EST","EMP","MEN","PC_WKGPOP","A","2006",71.4,
"EST","EMP","MEN","PC_WKGPOP","A","2007",73.475,
"EST","EMP","MEN","PC_WKGPOP","A","2008",73.725,"B"
"EST","EMP","MEN","PC_WKGPOP","A","2009",64.35,
"EST","EMP","MEN","PC_WKGPOP","A","2010",61.825,
"EST","EMP","MEN","PC_WKGPOP","A","2011",67.8,
"EST","EMP","MEN","PC_WKGPOP","A","2012",69.725,
"EST","EMP","MEN","PC_WKGPOP","A","2013",71.4,
"EST","EMP","MEN","PC_WKGPOP","A","2014",73,
"EST","EMP","MEN","PC_WKGPOP","A","2015",74.8,
"EST","EMP","MEN","PC_WKGPOP","A","2016",75.2,
"EST","EMP","MEN","PC_WKGPOP","A","2017",76.575,
"EST","EMP","MEN","PC_WKGPOP","A","2018",77.55,
"EST","EMP","MEN","PC_WKGPOP","A","2019",78.075,
"EST","EMP","MEN","PC_WKGPOP","A","2020",75.875,
"EST","EMP","MEN","PC_WKGPOP","A","2021",75.6,
"EST","EMP","TOT","PC_WKGPOP","A","2000",60.275,
"EST","EMP","TOT","PC_WKGPOP","A","2001",61.075,
"EST","EMP","TOT","PC_WKGPOP","A","2002",61.325,
"EST","EMP","TOT","PC_WKGPOP","A","2003",62.95,
"EST","EMP","TOT","PC_WKGPOP","A","2004",63.15,"B"
"EST","EMP","TOT","PC_WKGPOP","A","2005",64.825,
"EST","EMP","TOT","PC_WKGPOP","A","2006",68.425,
"EST","EMP","TOT","PC_WKGPOP","A","2007",69.725,
"EST","EMP","TOT","PC_WKGPOP","A","2008",70.075,"B"
"EST","EMP","TOT","PC_WKGPOP","A","2009",64.2,
"EST","EMP","TOT","PC_WKGPOP","A","2010",61.95,
"EST","EMP","TOT","PC_WKGPOP","A","2011",65.7,
"EST","EMP","TOT","PC_WKGPOP","A","2012",67.975,
"EST","EMP","TOT","PC_WKGPOP","A","2013",69.175,
"EST","EMP","TOT","PC_WKGPOP","A","2014",70.225,
"EST","EMP","TOT","PC_WKGPOP","A","2015",72.075,
"EST","EMP","TOT","PC_WKGPOP","A","2016",72.4,
"EST","EMP","TOT","PC_WKGPOP","A","2017",74.5,
"EST","EMP","TOT","PC_WKGPOP","A","2018",75.05,
"EST","EMP","TOT","PC_WKGPOP","A","2019",75.55,
"EST","EMP","TOT","PC_WKGPOP","A","2020",73.975,
"EST","EMP","TOT","PC_WKGPOP","A","2021",74,
"EST","EMP","WOMEN","PC_WKGPOP","A","2000",57.35,
"EST","EMP","WOMEN","PC_WKGPOP","A","2001",58.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2002",58.275,
"EST","EMP","WOMEN","PC_WKGPOP","A","2003",59.875,
"EST","EMP","WOMEN","PC_WKGPOP","A","2004",60.725,"B"
"EST","EMP","WOMEN","PC_WKGPOP","A","2005",63.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2006",65.575,
"EST","EMP","WOMEN","PC_WKGPOP","A","2007",66.25,
"EST","EMP","WOMEN","PC_WKGPOP","A","2008",66.6,"B"
"EST","EMP","WOMEN","PC_WKGPOP","A","2009",64.05,
"EST","EMP","WOMEN","PC_WKGPOP","A","2010",62.075,
"EST","EMP","WOMEN","PC_WKGPOP","A","2011",63.75,
"EST","EMP","WOMEN","PC_WKGPOP","A","2012",66.275,
"EST","EMP","WOMEN","PC_WKGPOP","A","2013",67.05,
"EST","EMP","WOMEN","PC_WKGPOP","A","2014",67.525,
"EST","EMP","WOMEN","PC_WKGPOP","A","2015",69.4,
"EST","EMP","WOMEN","PC_WKGPOP","A","2016",69.65,
"EST","EMP","WOMEN","PC_WKGPOP","A","2017",72.475,
"EST","EMP","WOMEN","PC_WKGPOP","A","2018",72.525,
"EST","EMP","WOMEN","PC_WKGPOP","A","2019",73.025,
"EST","EMP","WOMEN","PC_WKGPOP","A","2020",72.1,
"EST","EMP","WOMEN","PC_WKGPOP","A","2021",72.35,
"IDN","EMP","MEN","THND_PER","A","2008",64129,
"IDN","EMP","MEN","THND_PER","A","2009",64539,"E"
"IDN","EMP","MEN","THND_PER","A","2010",66716,
"IDN","EMP","TOT","THND_PER","A","1976",48314.64,
"IDN","EMP","TOT","THND_PER","A","1977",47306.24,
"IDN","EMP","TOT","THND_PER","A","1978",51780.36,
"IDN","EMP","TOT","THND_PER","A","1982",57802.8,
"IDN","EMP","TOT","THND_PER","A","1984",72216.94,
"IDN","EMP","TOT","THND_PER","A","1985",62457.14,
"IDN","EMP","TOT","THND_PER","A","1986",65655.03,
"IDN","EMP","TOT","THND_PER","A","1987",67878.35,
"IDN","EMP","TOT","THND_PER","A","1988",69828.23,
"IDN","EMP","TOT","THND_PER","A","1989",70743.56,
"IDN","EMP","TOT","THND_PER","A","1990",75850,
"IDN","EMP","TOT","THND_PER","A","1991",76420,
"IDN","EMP","TOT","THND_PER","A","1992",78520,
"IDN","EMP","TOT","THND_PER","A","1993",79200,
"IDN","EMP","TOT","THND_PER","A","1994",82040,
"IDN","EMP","TOT","THND_PER","A","1995",80110,
"IDN","EMP","TOT","THND_PER","A","1996",85702,
"IDN","EMP","TOT","THND_PER","A","1997",87050,
"IDN","EMP","TOT","THND_PER","A","1998",87672,
"IDN","EMP","TOT","THND_PER","A","1999",88817,
"IDN","EMP","TOT","THND_PER","A","2000",89837.7,
"IDN","EMP","TOT","THND_PER","A","2001",90807.4,
"IDN","EMP","TOT","THND_PER","A","2002",91647.2,
"IDN","EMP","TOT","THND_PER","A","2003",90784.9,
"IDN","EMP","TOT","THND_PER","A","2004",93722,"B"
"IDN","EMP","TOT","THND_PER","A","2005",94453,
"IDN","EMP","TOT","THND_PER","A","2006",95317,
"IDN","EMP","TOT","THND_PER","A","2007",98757,
"IDN","EMP","TOT","THND_PER","A","2008",102301,
"IDN","EMP","TOT","THND_PER","A","2009",104678,
"IDN","EMP","TOT","THND_PER","A","2010",107807,
"IDN","EMP","TOT","THND_PER","A","2011",110475,
"IDN","EMP","TOT","THND_PER","A","2012",111806,
"IDN","EMP","WOMEN","THND_PER","A","2008",38672,
"IDN","EMP","WOMEN","THND_PER","A","2009",39946,"E"
"IDN","EMP","WOMEN","THND_PER","A","2010",41091,
"ISR","EMP","MEN","THND_PER","A","1995",1130.575,
"ISR","EMP","MEN","THND_PER","A","1996",1146.95,
"ISR","EMP","MEN","THND_PER","A","1997",1155.375,
"ISR","EMP","MEN","THND_PER","A","1998",1155.225,
"ISR","EMP","MEN","THND_PER","A","1999",1176.15,
"ISR","EMP","MEN","THND_PER","A","2000",1211.725,
"ISR","EMP","MEN","THND_PER","A","2001",1236.125,
"ISR","EMP","MEN","THND_PER","A","2002",1237.95,
"ISR","EMP","MEN","THND_PER","A","2003",1257.575,
"ISR","EMP","MEN","THND_PER","A","2004",1300.275,
"ISR","EMP","MEN","THND_PER","A","2005",1339.925,
"ISR","EMP","MEN","THND_PER","A","2006",1383.65,
"ISR","EMP","MEN","THND_PER","A","2007",1441.875,
"ISR","EMP","MEN","THND_PER","A","2008",1489.1,
"ISR","EMP","MEN","THND_PER","A","2009",1502.25,
"ISR","EMP","MEN","THND_PER","A","2010",1551.775,
"ISR","EMP","MEN","THND_PER","A","2011",1603.9,"B"
"ISR","EMP","MEN","THND_PER","A","2012",1788.233,
"ISR","EMP","MEN","THND_PER","A","2013",1835.142,
"ISR","EMP","MEN","THND_PER","A","2014",1880.383,
"ISR","EMP","MEN","THND_PER","A","2015",1928.317,
"ISR","EMP","MEN","THND_PER","A","2016",1971.983,
"ISR","EMP","MEN","THND_PER","A","2017",2019.175,
"ISR","EMP","MEN","THND_PER","A","2018",2038.617,
"ISR","EMP","MEN","THND_PER","A","2019",2070.067,
"ISR","EMP","MEN","THND_PER","A","2020",2029.675,
"ISR","EMP","MEN","THND_PER","A","2021",2041.983,
"ISR","EMP","TOT","THND_PER","A","1995",1964.975,
"ISR","EMP","TOT","THND_PER","A","1996",2012.8,
"ISR","EMP","TOT","THND_PER","A","1997",2040.15,
"ISR","EMP","TOT","THND_PER","A","1998",2072.475,
"ISR","EMP","TOT","THND_PER","A","1999",2136.6,
"ISR","EMP","TOT","THND_PER","A","2000",2221.25,
"ISR","EMP","TOT","THND_PER","A","2001",2264.95,
"ISR","EMP","TOT","THND_PER","A","2002",2284.35,
"ISR","EMP","TOT","THND_PER","A","2003",2330.2,
"ISR","EMP","TOT","THND_PER","A","2004",2400.8,
"ISR","EMP","TOT","THND_PER","A","2005",2493.65,
"ISR","EMP","TOT","THND_PER","A","2006",2573.575,
"ISR","EMP","TOT","THND_PER","A","2007",2681.975,
"ISR","EMP","TOT","THND_PER","A","2008",2776.7,
"ISR","EMP","TOT","THND_PER","A","2009",2841,
"ISR","EMP","TOT","THND_PER","A","2010",2938.25,
"ISR","EMP","TOT","THND_PER","A","2011",3024.675,"B"
"ISR","EMP","TOT","THND_PER","A","2012",3358.975,
"ISR","EMP","TOT","THND_PER","A","2013",3449.517,
"ISR","EMP","TOT","THND_PER","A","2014",3555.767,
"ISR","EMP","TOT","THND_PER","A","2015",3643.8,
"ISR","EMP","TOT","THND_PER","A","2016",3736.842,
"ISR","EMP","TOT","THND_PER","A","2017",3824.8,
"ISR","EMP","TOT","THND_PER","A","2018",3905.108,
"ISR","EMP","TOT","THND_PER","A","2019",3966.925,
"ISR","EMP","TOT","THND_PER","A","2020",3913.425,
"ISR","EMP","TOT","THND_PER","A","2021",3956.967,
"ISR","EMP","WOMEN","THND_PER","A","1995",834.375,
"ISR","EMP","WOMEN","THND_PER","A","1996",865.85,
"ISR","EMP","WOMEN","THND_PER","A","1997",884.8,
"ISR","EMP","WOMEN","THND_PER","A","1998",917.2,
"ISR","EMP","WOMEN","THND_PER","A","1999",960.475,
"ISR","EMP","WOMEN","THND_PER","A","2000",1009.5,
"ISR","EMP","WOMEN","THND_PER","A","2001",1028.8,
"ISR","EMP","WOMEN","THND_PER","A","2002",1046.4,
"ISR","EMP","WOMEN","THND_PER","A","2003",1072.65,
"ISR","EMP","WOMEN","THND_PER","A","2004",1100.525,
"ISR","EMP","WOMEN","THND_PER","A","2005",1153.725,
"ISR","EMP","WOMEN","THND_PER","A","2006",1189.975,
"ISR","EMP","WOMEN","THND_PER","A","2007",1240.125,
"ISR","EMP","WOMEN","THND_PER","A","2008",1287.575,
"ISR","EMP","WOMEN","THND_PER","A","2009",1338.725,
"ISR","EMP","WOMEN","THND_PER","A","2010",1386.475,
"ISR","EMP","WOMEN","THND_PER","A","2011",1420.775,"B"
"ISR","EMP","WOMEN","THND_PER","A","2012",1570.742,
"ISR","EMP","WOMEN","THND_PER","A","2013",1614.383,
"ISR","EMP","WOMEN","THND_PER","A","2014",1675.367,
"ISR","EMP","WOMEN","THND_PER","A","2015",1715.492,
"ISR","EMP","WOMEN","THND_PER","A","2016",1764.883,
"ISR","EMP","WOMEN","THND_PER","A","2017",1805.625,
"ISR","EMP","WOMEN","THND_PER","A","2018",1866.508,
"ISR","EMP","WOMEN","THND_PER","A","2019",1896.833,
"ISR","EMP","WOMEN","THND_PER","A","2020",1883.758,
"ISR","EMP","WOMEN","THND_PER","A","2021",1915,
"ISR","EMP","MEN","PC_WKGPOP","A","1995",65.04195,
"ISR","EMP","MEN","PC_WKGPOP","A","1996",64.18484,
"ISR","EMP","MEN","PC_WKGPOP","A","1997",63.08815,
"ISR","EMP","MEN","PC_WKGPOP","A","1998",61.8531,
"ISR","EMP","MEN","PC_WKGPOP","A","1999",61.25905,
"ISR","EMP","MEN","PC_WKGPOP","A","2000",61.35086,
"ISR","EMP","MEN","PC_WKGPOP","A","2001",60.82014,
"ISR","EMP","MEN","PC_WKGPOP","A","2002",59.50874,
"ISR","EMP","MEN","PC_WKGPOP","A","2003",59.42385,
"ISR","EMP","MEN","PC_WKGPOP","A","2004",60.37016,
"ISR","EMP","MEN","PC_WKGPOP","A","2005",60.97253,
"ISR","EMP","MEN","PC_WKGPOP","A","2006",61.83796,
"ISR","EMP","MEN","PC_WKGPOP","A","2007",63.31179,
"ISR","EMP","MEN","PC_WKGPOP","A","2008",64.08463,
"ISR","EMP","MEN","PC_WKGPOP","A","2009",62.54852,
"ISR","EMP","MEN","PC_WKGPOP","A","2010",63.43218,
"ISR","EMP","MEN","PC_WKGPOP","A","2011",64.33627,"B"
"ISR","EMP","MEN","PC_WKGPOP","A","2012",70.7,
"ISR","EMP","MEN","PC_WKGPOP","A","2013",71.20834,
"ISR","EMP","MEN","PC_WKGPOP","A","2014",71.525,
"ISR","EMP","MEN","PC_WKGPOP","A","2015",72.14167,
"ISR","EMP","MEN","PC_WKGPOP","A","2016",72.025,
"ISR","EMP","MEN","PC_WKGPOP","A","2017",72.44167,
"ISR","EMP","MEN","PC_WKGPOP","A","2018",71.65833,
"ISR","EMP","MEN","PC_WKGPOP","A","2019",71.44167,
"ISR","EMP","MEN","PC_WKGPOP","A","2020",68.71667,
"ISR","EMP","MEN","PC_WKGPOP","A","2021",68.08334,
"ISR","EMP","TOT","PC_WKGPOP","A","1995",56.51433,
"ISR","EMP","TOT","PC_WKGPOP","A","1996",56.36247,
"ISR","EMP","TOT","PC_WKGPOP","A","1997",55.70263,
"ISR","EMP","TOT","PC_WKGPOP","A","1998",55.23224,
"ISR","EMP","TOT","PC_WKGPOP","A","1999",55.46907,
"ISR","EMP","TOT","PC_WKGPOP","A","2000",56.07549,
"ISR","EMP","TOT","PC_WKGPOP","A","2001",55.56511,
"ISR","EMP","TOT","PC_WKGPOP","A","2002",54.80782,
"ISR","EMP","TOT","PC_WKGPOP","A","2003",54.97932,
"ISR","EMP","TOT","PC_WKGPOP","A","2004",55.6702,
"ISR","EMP","TOT","PC_WKGPOP","A","2005",56.70815,
"ISR","EMP","TOT","PC_WKGPOP","A","2006",57.55732,
"ISR","EMP","TOT","PC_WKGPOP","A","2007",58.94432,
"ISR","EMP","TOT","PC_WKGPOP","A","2008",59.82737,
"ISR","EMP","TOT","PC_WKGPOP","A","2009",59.21324,
"ISR","EMP","TOT","PC_WKGPOP","A","2010",60.1636,
"ISR","EMP","TOT","PC_WKGPOP","A","2011",60.87873,"B"
"ISR","EMP","TOT","PC_WKGPOP","A","2012",66.5,
"ISR","EMP","TOT","PC_WKGPOP","A","2013",67.05833,
"ISR","EMP","TOT","PC_WKGPOP","A","2014",67.86667,
"ISR","EMP","TOT","PC_WKGPOP","A","2015",68.31667,
"ISR","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"ISR","EMP","TOT","PC_WKGPOP","A","2017",69.025,
"ISR","EMP","TOT","PC_WKGPOP","A","2018",69.03333,
"ISR","EMP","TOT","PC_WKGPOP","A","2019",68.94167,
"ISR","EMP","TOT","PC_WKGPOP","A","2020",66.78333,
"ISR","EMP","TOT","PC_WKGPOP","A","2021",66.6,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1995",48.09135,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1996",48.63482,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1997",48.39839,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1998",48.74572,
"ISR","EMP","WOMEN","PC_WKGPOP","A","1999",49.79054,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2000",50.90556,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2001",50.4116,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2002",50.19362,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2003",50.61163,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2004",51.04422,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2005",52.51103,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2006",53.34027,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2007",54.63745,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2008",55.63233,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2009",55.9252,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2010",56.93691,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2011",57.46632,"B"
"ISR","EMP","WOMEN","PC_WKGPOP","A","2012",62.35833,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2013",63,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2014",64.23333,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2015",64.55833,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2016",65.2,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2017",65.65,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2018",66.41666,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2019",66.44167,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2020",64.86667,
"ISR","EMP","WOMEN","PC_WKGPOP","A","2021",65.09167,
"RUS","EMP","MEN","THND_PER","A","2010",35566.29,
"RUS","EMP","MEN","THND_PER","A","2011",36032.4,
"RUS","EMP","MEN","THND_PER","A","2012",36470.49,
"RUS","EMP","MEN","THND_PER","A","2013",36478.23,
"RUS","EMP","MEN","THND_PER","A","2014",36605.41,
"RUS","EMP","MEN","THND_PER","A","2015",37136.5,
"RUS","EMP","MEN","THND_PER","A","2016",37201,"B"
"RUS","EMP","MEN","THND_PER","A","2017",37188.22,
"RUS","EMP","MEN","THND_PER","A","2018",37259.27,
"RUS","EMP","MEN","THND_PER","A","2019",36912.46,
"RUS","EMP","MEN","THND_PER","A","2020",36208.09,
"RUS","EMP","MEN","THND_PER","A","2021",36890.75,
"RUS","EMP","TOT","THND_PER","A","1999",62944.75,
"RUS","EMP","TOT","THND_PER","A","2000",65070.25,
"RUS","EMP","TOT","THND_PER","A","2001",65123,
"RUS","EMP","TOT","THND_PER","A","2002",66658.75,
"RUS","EMP","TOT","THND_PER","A","2003",66432.25,
"RUS","EMP","TOT","THND_PER","A","2004",67274.75,
"RUS","EMP","TOT","THND_PER","A","2005",68168.91,
"RUS","EMP","TOT","THND_PER","A","2006",68854.95,
"RUS","EMP","TOT","THND_PER","A","2007",70570.49,
"RUS","EMP","TOT","THND_PER","A","2008",70965.09,
"RUS","EMP","TOT","THND_PER","A","2009",69302.7,
"RUS","EMP","TOT","THND_PER","A","2010",69933.71,
"RUS","EMP","TOT","THND_PER","A","2011",70856.61,
"RUS","EMP","TOT","THND_PER","A","2012",71545.41,
"RUS","EMP","TOT","THND_PER","A","2013",71391.46,
"RUS","EMP","TOT","THND_PER","A","2014",71539.05,
"RUS","EMP","TOT","THND_PER","A","2015",72323.63,
"RUS","EMP","TOT","THND_PER","A","2016",72392.63,"B"
"RUS","EMP","TOT","THND_PER","A","2017",72315.94,
"RUS","EMP","TOT","THND_PER","A","2018",72531.64,
"RUS","EMP","TOT","THND_PER","A","2019",71933.08,
"RUS","EMP","TOT","THND_PER","A","2020",70601.39,
"RUS","EMP","TOT","THND_PER","A","2021",71719.41,
"RUS","EMP","WOMEN","THND_PER","A","2010",34367.42,
"RUS","EMP","WOMEN","THND_PER","A","2011",34824.21,
"RUS","EMP","WOMEN","THND_PER","A","2012",35074.93,
"RUS","EMP","WOMEN","THND_PER","A","2013",34913.23,
"RUS","EMP","WOMEN","THND_PER","A","2014",34933.63,
"RUS","EMP","WOMEN","THND_PER","A","2015",35187.12,
"RUS","EMP","WOMEN","THND_PER","A","2016",35191.63,"B"
"RUS","EMP","WOMEN","THND_PER","A","2017",35127.71,
"RUS","EMP","WOMEN","THND_PER","A","2018",35272.37,
"RUS","EMP","WOMEN","THND_PER","A","2019",35020.62,
"RUS","EMP","WOMEN","THND_PER","A","2020",34393.3,
"RUS","EMP","WOMEN","THND_PER","A","2021",34828.65,
"SVN","EMP","MEN","THND_PER","A","1996",464.5,
"SVN","EMP","MEN","THND_PER","A","1997",479.7,
"SVN","EMP","MEN","THND_PER","A","1998",486.1,"B"
"SVN","EMP","MEN","THND_PER","A","1999",477.55,
"SVN","EMP","MEN","THND_PER","A","2000",486.8,
"SVN","EMP","MEN","THND_PER","A","2001",498.725,
"SVN","EMP","MEN","THND_PER","A","2002",494.3,
"SVN","EMP","MEN","THND_PER","A","2003",489.95,
"SVN","EMP","MEN","THND_PER","A","2004",513.325,"B"
"SVN","EMP","MEN","THND_PER","A","2005",515.525,
"SVN","EMP","MEN","THND_PER","A","2006",523.625,
"SVN","EMP","MEN","THND_PER","A","2007",539.575,
"SVN","EMP","MEN","THND_PER","A","2008",542.9,
"SVN","EMP","MEN","THND_PER","A","2009",530.625,
"SVN","EMP","MEN","THND_PER","A","2010",523.425,
"SVN","EMP","MEN","THND_PER","A","2011",506.1,
"SVN","EMP","MEN","THND_PER","A","2012",499.775,
"SVN","EMP","MEN","THND_PER","A","2013",494.55,
"SVN","EMP","MEN","THND_PER","A","2014",499.175,
"SVN","EMP","MEN","THND_PER","A","2015",500.725,
"SVN","EMP","MEN","THND_PER","A","2016",491.1,
"SVN","EMP","MEN","THND_PER","A","2017",515.85,
"SVN","EMP","MEN","THND_PER","A","2018",530.2,
